R_age,P_age,R_yrsed,P_yrsed,R_race,P_race,R_political,P_political,R_religion,P_religion,R_work,R_house,R_rent,R_citydweller,R_region,same_sex_couple,relationship_quality,coresident,relationship_length_start,age_difference,edu_difference,rac_difference,pol_difference,relig_difference,LGB_status,union_status,broke_up,together_end
36,33.0,13.0,13.0,NH white,NH white,republican,republican,none,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,19.0,3.0,0.0,no,no,yes,S,married,no,yes
45,28.0,16.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,12.0,17.0,0.0,no,no,yes,G,none,w2,no
38,30.0,17.0,16.0,NH white,NH white,democrat,democrat,none,none,working,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,good,Yes,7.0,8.0,1.0,no,no,no,B,none,no,yes
22,35.0,13.0,12.0, NH black, NH black,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south,different sex couple,good,No,0.75,-13.0,1.0,no,no,no,B,none,w2,no
48,47.0,13.0,17.0,NH white,NH white,republican,democrat,mormon,none,working,a building with 2 or more apartments,rented for cash,metro,west,same-sex couple,excellent,No,26.0,1.0,-4.0,no,yes,yes,G,CU_DP,no,yes
44,34.0,20.0,14.0, NH Amer Indian,Hispanic,democrat,other,none,none,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,No,12.0,10.0,6.0,yes,yes,no,L,none,w2,no
58,69.0,16.0,17.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,Yes,34.0,-11.0,-1.0,no,no,yes,B,married,no,yes
21,25.0,13.0,13.0,Hispanic,Hispanic,democrat,other,none,pentecostal,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,No,0.05,-4.0,0.0,no,yes,yes,G,none,no,yes
30,27.0,14.0,13.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,7.0,3.0,1.0,no,yes,yes,G,none,no,yes
51,38.0,16.0,16.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,good,Yes,1.5,13.0,0.0,no,no,yes,L,none,w2,no
38,44.0,13.0,20.0,Hispanic, NH Amer Indian,democrat,republican,"other non-christian, please specify","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,occupied without payment of cash rent,metro,west,different sex couple,good,Yes,4.0,-6.0,-7.0,yes,yes,yes,B,none,no,yes
28,50.0,13.0,17.0,NH white,NH white,democrat,other,"other non-christian, please specify",mormon,other,a one-family house detached from any other house,rented for cash,metro,west,different sex couple,excellent,Yes,7.0,-22.0,-4.0,no,yes,yes,B,married,no,yes
44,51.0,13.0,14.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,excellent,Yes,22.0,-7.0,-1.0,no,no,yes,L,married,no,yes
33,32.0,12.0,13.0,NH white,NH white,democrat,other,none,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,Yes,17.0,1.0,-1.0,no,yes,yes,B,married,no,yes
43,28.0,13.0,13.0,Hispanic,Hispanic,democrat,other,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,No,4.0,15.0,0.0,no,yes,no,G,none,no,yes
32,44.0,16.0,13.0, NH black,Hispanic,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a building with 2 or more apartments,rented for cash,metro,northeast,same-sex couple,excellent,Yes,9.0,-12.0,3.0,yes,no,no,L,married,w3,no
45,45.0,10.0,12.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",other christian,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,13.0,0.0,-2.0,no,yes,yes,G,none,no,yes
48,64.0,14.0,12.0,NH white,NH white,democrat,republican,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,excellent,Yes,28.0,-16.0,2.0,no,yes,no,L,CU_DP,no,yes
53,52.0,16.0,20.0,NH white,NH white,democrat,democrat,other christian,other christian,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,fair,Yes,28.0,1.0,-4.0,no,no,no,B,married,no,yes
59,58.0,12.0,13.0,NH white,NH white,democrat,other,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,excellent,Yes,42.0,1.0,-1.0,no,yes,no,B,married,no,yes
53,49.0,13.0,13.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",catholic,unemployed,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,different sex couple,fair,Yes,18.0,4.0,0.0,no,yes,yes,B,married,no,yes
40,36.0,16.0,13.0, NH black, NH black,democrat,democrat,baptist - any denomination,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,different sex couple,excellent,No,0.15,4.0,3.0,no,no,yes,B,none,w2,no
70,71.0,20.0,17.0,NH white,NH white,democrat,other,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,different sex couple,good,Yes,39.0,-1.0,3.0,no,yes,yes,G,married,no,yes
45,45.0,17.0,16.0,NH white,NH white,republican,republican,other christian,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",other,a one-family house detached from any other house,rented for cash,metro,south,different sex couple,excellent,Yes,5.0,0.0,1.0,no,no,yes,B,married,no,yes
56,54.0,13.0,10.0,Hispanic,Hispanic,democrat,other,catholic,catholic,disabled,a one-family house detached from any other house,rented for cash,metro,south,same-sex couple,excellent,No,11.0,2.0,3.0,no,yes,no,G,none,no,yes
49,55.0,16.0,12.0, NH Asian Pac Islander,NH white,republican,democrat,other christian,none,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,fair,No,0.75,-6.0,4.0,yes,yes,yes,B,none,w2,no
53,54.0,13.0,16.0,NH white,NH white,democrat,other,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,31.0,-1.0,-3.0,no,yes,no,L,married,no,yes
53,37.0,12.0,13.0,NH white,Hispanic,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,No,0.15,16.0,-1.0,yes,no,no,G,none,w2,no
53,52.0,12.0,12.0,NH white,NH white,democrat,democrat,catholic,catholic,disabled,a mobile home,owned or being bought by you or someone in your household,metro,northeast,different sex couple,poor,No,28.0,1.0,0.0,no,no,no,B,married,w2,no
59,58.0,16.0,20.0,NH white,NH white,democrat,democrat,none,none,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,4.0,1.0,-4.0,no,no,no,G,none,no,yes
61,64.0,9.0,12.0, NH black,NH white,democrat,democrat,none,catholic,disabled,a building with 2 or more apartments,rented for cash,metro,northeast,different sex couple,excellent,No,1.5,-3.0,-3.0,yes,no,yes,B,none,no,yes
57,16.0,16.0,20.0, NH Other,NH white,democrat,other,none,none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,good,Yes,21.0,41.0,-4.0,yes,yes,no,B,none,no,yes
50,44.0,16.0,16.0,NH white, NH Other,other,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,fair,No,1.5,6.0,0.0,yes,yes,yes,G,none,w3,no
46,52.0,16.0,13.0,NH white,NH white,democrat,democrat,none,other christian,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast,same-sex couple,good,Yes,20.0,-6.0,3.0,no,no,yes,G,CU_DP,no,yes
68,71.0,16.0,17.0, NH Other,NH white,democrat,democrat,"other non-christian, please specify",other christian,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,11.0,-3.0,-1.0,yes,no,yes,L,none,no,yes
68,69.0,20.0,20.0,NH white,NH white,democrat,democrat,"other non-christian, please specify",none,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,Yes,48.0,-1.0,0.0,no,no,yes,G,married,no,yes
22,24.0,13.0,16.0,NH white,NH white,republican,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a building with 2 or more apartments,rented for cash,metro,midwest,different sex couple,excellent,Yes,6.0,-2.0,-3.0,no,yes,yes,S,none,no,yes
55,57.0,16.0,17.0,Hispanic,NH white,democrat,democrat,catholic,other christian,disabled,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,west,same-sex couple,good,Yes,14.0,-2.0,-1.0,yes,no,yes,G,none,no,yes
39,39.0,17.0,17.0,Hispanic,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,20.0,0.0,0.0,yes,no,yes,B,none,no,yes
49,45.0,13.0,13.0,NH white,NH white,democrat,democrat,other christian,none,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,11.0,4.0,0.0,no,no,yes,G,none,no,yes
67,69.0,16.0,17.0,NH white,NH white,democrat,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west,same-sex couple,excellent,Yes,24.0,-2.0,-1.0,no,no,yes,L,CU_DP,no,yes
60,42.0,16.0,14.0,Hispanic,Hispanic,democrat,democrat,catholic,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,same-sex couple,excellent,Yes,35.0,18.0,2.0,no,no,no,L,CU_DP,no,yes
30,36.0,12.0,12.0,NH white,NH white,democrat,democrat,baptist - any denomination,baptist - any denomination,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,excellent,No,1.5,-6.0,0.0,no,no,no,B,none,no,yes
22,24.0,16.0,14.0,NH white,NH white,democrat,democrat,catholic,baptist - any denomination,unemployed,a one-family house attached to one or more houses,rented for cash,metro,northeast,same-sex couple,good,No,0.75,-2.0,2.0,no,no,yes,G,none,w3,no
48,52.0,17.0,17.0,NH white,NH white,democrat,democrat,catholic,jewish,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,midwest,same-sex couple,excellent,Yes,21.0,-4.0,0.0,no,no,yes,G,CU_DP,no,yes
31,36.0,16.0,13.0,NH white,NH white,democrat,democrat,none,catholic,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south,different sex couple,good,No,11.0,-5.0,3.0,no,no,yes,B,none,no,yes
74,73.0,12.0,12.0,NH white,NH white,republican,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",retired,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,midwest,different sex couple,excellent,Yes,59.0,1.0,0.0,no,no,yes,B,married,no,yes
