single_status,R_age,R_yrsed,R_race,R_political,R_religion,R_gender,R_work,R_house,R_rent,R_citydweller,R_region
single,46,12.0,NH white,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",female,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,45,16.0, NH black,democrat,baptist - any denomination,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south
partnered,29,17.0,NH white,democrat,jewish,male,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,58,12.0,NH white,democrat,baptist - any denomination,female,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,46,13.0,NH white,democrat,catholic,female,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,west
partnered,22,13.0,NH white,democrat,baptist - any denomination,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,58,17.0,NH white,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,midwest
partnered,59,16.0,NH white,democrat,catholic,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
partnered,50,17.0, NH black,democrat,pentecostal,female,working,a building with 2 or more apartments,rented for cash,metro,northeast
partnered,38,16.0,NH white,democrat,"other non-christian, please specify",female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,41,13.0,NH white,democrat,other christian,female,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,23,13.0,Hispanic,democrat,none,male,unemployed,a one-family house attached to one or more houses,rented for cash,metro,west
single,55,17.0,NH white,democrat,catholic,male,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast
partnered,45,17.0, NH Asian Pac Islander,democrat,catholic,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
partnered,24,13.0, NH Amer Indian,democrat,none,female,working,a building with 2 or more apartments,rented for cash,metro,midwest
partnered,42,16.0,NH white,democrat,none,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
single,62,13.0,NH white,democrat,catholic,female,retired,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,northeast
partnered,48,16.0,NH white,democrat,catholic,male,working,a one-family house detached from any other house,rented for cash,metro,midwest
partnered,43,20.0,NH white,democrat,jewish,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
partnered,27,14.0,NH white,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,26,16.0,NH white,democrat,none,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast
partnered,46,16.0,Hispanic,democrat,catholic,male,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
single,43,13.0,NH white,democrat,buddhist,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
single,43,14.0,NH white,democrat,none,female,working,a building with 2 or more apartments,rented for cash,metro,west
partnered,27,13.0,NH white,democrat,none,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
single,63,16.0,NH white,democrat,jewish,female,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,west
partnered,32,17.0,NH white,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",female,working,a building with 2 or more apartments,rented for cash,metro,midwest
partnered,41,16.0,NH white,democrat,none,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
single,51,13.0,NH white,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",male,working,a building with 2 or more apartments,rented for cash,metro,west
partnered,33,12.0,NH white,democrat,"other non-christian, please specify",female,working,a mobile home,owned or being bought by you or someone in your household,metro,west
partnered,60,16.0,NH white,democrat,none,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
partnered,48,14.0,NH white,democrat,none,male,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
single,48,14.0,NH white,democrat,none,male,working,a building with 2 or more apartments,rented for cash,metro,south
single,56,17.0, NH Amer Indian,democrat,none,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
partnered,46,13.0,NH white,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
partnered,56,14.0,NH white,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",male,working,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,south
single,34,13.0,NH white,democrat,none,male,working,a one-family house detached from any other house,occupied without payment of cash rent,metro,south
single,49,14.0, NH black,democrat,baptist - any denomination,female,unemployed,a one-family house attached to one or more houses,rented for cash,metro,northeast
partnered,56,12.0,NH white,democrat,none,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
partnered,27,14.0, NH black,republican,other christian,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
partnered,23,12.0,NH white,democrat,other christian,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,south
partnered,61,13.0,NH white,democrat,baptist - any denomination,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
partnered,34,12.0,Hispanic,democrat,catholic,male,working,a building with 2 or more apartments,rented for cash,metro,midwest
partnered,53,16.0,NH white,democrat,catholic,male,working,a one-family house detached from any other house,rented for cash,metro,south
partnered,20,11.0,NH white,republican,catholic,female,other,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
single,52,16.0,Hispanic,democrat,pentecostal,female,disabled,a mobile home,owned or being bought by you or someone in your household,non-metro,west
partnered,33,13.0,NH white,other,none,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
partnered,43,13.0,NH white,republican,other christian,female,working,a building with 2 or more apartments,rented for cash,metro,west
partnered,56,13.0, NH Other,democrat,none,male,working,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,northeast
partnered,47,13.0,NH white,democrat,none,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,49,13.0,NH white,republican,baptist - any denomination,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
partnered,34,16.0,NH white,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
partnered,64,17.0,NH white,democrat,none,female,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,61,13.0,Hispanic,democrat,none,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,57,13.0,NH white,democrat,other christian,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
partnered,31,16.0,Hispanic,democrat,none,female,other,a one-family house detached from any other house,rented for cash,metro,midwest
partnered,62,13.0,NH white,republican,other christian,male,retired,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,27,12.0, NH black,democrat,pentecostal,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,northeast
partnered,30,12.0,NH white,democrat,none,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,midwest
partnered,26,13.0,NH white,democrat,none,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
single,57,16.0,Hispanic,democrat,catholic,male,unemployed,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,midwest
partnered,56,17.0,NH white,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
single,54,17.0,NH white,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",male,working,a building with 2 or more apartments,rented for cash,metro,west
partnered,44,16.0,NH white,republican,baptist - any denomination,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
partnered,83,17.0,NH white,democrat,none,male,retired,a building with 2 or more apartments,owned or being bought by you or someone in your household,metro,west
partnered,54,16.0,NH white,democrat,catholic,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
partnered,61,13.0,NH white,democrat,catholic,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
single,52,13.0,NH white,democrat,none,male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,non-metro,northeast
partnered,53,20.0,NH white,democrat,none,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,south
partnered,42,13.0,NH white,republican,catholic,female,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
partnered,62,13.0,NH white,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",male,working,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
single,44,13.0,Hispanic,democrat,baptist - any denomination,male,other,a building with 2 or more apartments,rented for cash,metro,northeast
partnered,51,13.0,Hispanic,democrat,catholic,female,disabled,a one-family house detached from any other house,owned or being bought by you or someone in your household,metro,west
partnered,50,14.0,NH white,republican,catholic,female,working,a one-family house detached from any other house,rented for cash,metro,west
partnered,24,12.0, NH Amer Indian,democrat,"other non-christian, please specify",female,disabled,a building with 2 or more apartments,rented for cash,metro,northeast
partnered,53,14.0,NH white,democrat,other christian,female,disabled,a one-family house attached to one or more houses,owned or being bought by you or someone in your household,metro,northeast
